nodeId,latitude,longitude
3942900071,30.6773,76.8073
3942900104,30.6808,76.8065
3942900105,30.6809,76.8067
3942900134,30.6864,76.8045
3942900143,30.6884,76.8038
3942900146,30.6892,76.8035
6324533659,30.6912,76.8026
6324533660,30.6913,76.8026
1432256548,30.6913,76.8027
1432256549,30.6914,76.8029
3942900270,30.6914,76.803
1429336561,30.6917,76.8038
10127903762,30.6901,76.8098
813348627,30.6901,76.8118
