source,destination,length
1425481632,4112120664,22.326858584104084
1425481637,4833915108,54.85999969530165
1425481648,1425481629,22.757068025004525
1425481648,1425481605,63.31751414552285
1425481648,1425481706,61.63553531542006
1425481656,4112120693,18.59875361572898
1425481656,4112120673,19.96802486925446
1425481656,4112120678,18.552738087755465
1425481656,4112120690,19.170567955166725
1425481675,1425481678,8.98259281077828
1425481678,1425481709,53.69092771048406
1425481678,6877163349,72.47907719741046
1425481682,4112120701,20.66137166494865
1425481682,4112120688,19.84793184677798
1425481682,4112120703,20.360504351866407
1425481682,4112120683,23.355539817453955
1425481697,4112120709,19.850028175084145
1425481697,4112120684,42.76941186278665
1425481697,4112120697,20.196356089817165
1425481697,1425481706,22.68445714448861
1425481702,4112120698,20.967028971227958
1425481702,4112120713,35.32187972560324
1425481702,4112120694,23.528686685435503
1425481703,1425481637,47.124933372444296
1425481703,1425481675,46.32647183742372
1425481706,1425481697,22.68445714448861
1425481706,1425481648,61.63553531542006
1425481706,1425481727,61.9154924323835
1425481708,4112120716,21.225039686487563
1425481708,4112120702,21.828781149885806
1425481708,4112120714,18.719759096581743
1425481708,4112120706,18.901123902504033
1425481709,1425481715,29.770583103717748
1425481710,1425481703,25.365389559936954
1425481712,4112120713,21.0770415122702
1425481712,4112120722,37.97700953887156
1425481712,4112120710,22.669698326908637
1425481715,1425481725,50.45853857462371
1425481715,1425481733,70.83410111174499
1425481719,4112120724,23.46047024944415
1425481719,4112120709,42.793035895183195
1425481719,1425481727,22.808643683505476
1425481719,4112120717,20.785641026018276
1425481721,6473458186,92.46422525183763
1425481721,1425481710,37.52843695869831
1425481725,1425481721,16.006095806614944
1425481727,1425481719,22.808643683505476
1425481727,1425481706,61.9154924323835
1425481727,6544039201,63.21678103349687
1425481730,4112120720,20.635897706636943
1425481730,4112120722,20.15999808356795
1425481730,4112120726,36.31127233311296
1425481733,1425481746,33.334073041586464
1425481737,4112120724,44.51889983280421
1425481737,4112120726,20.24681457344836
1425481737,1425481749,84.47364919605272
1425481746,6868659031,37.5797604366057
1425481746,1425481769,318.94968587876537
1425481749,3436453905,107.41051097077204
1425481749,6544039201,65.96310771171576
1425481749,1425481737,84.47364919605272
1425481758,7232668663,17.135721316378604
1425481769,6324724766,27.749773419180453
1425481769,6324851862,333.2458087612843
1425481809,1427203343,78.39551856813858
1425481815,6330449953,8.478493667793183
1425481815,6324588355,40.42212862630835
1425481815,6324545348,167.93262739908033
1425481822,1425481809,41.719984377834926
1425481822,10058015623,646.1424795139718
1425481833,1425481822,44.85352132161653
1425481839,1425481852,45.13168825853678
1425481839,1425481867,90.64918505387587
1425481841,1425481844,17.12927081570746
1425481844,1425481852,38.69216102026101
1425481844,6324851865,70.33284519665835
1425481850,1425481833,49.64780563929034
1425481850,1425481841,32.53072550417819
1425481852,1425481854,15.066950188000911
1425481853,1425481850,13.79582865967705
1425481854,1425481867,41.510764506508096
1425481854,1425481864,37.45717168111381
1425481861,5512977115,41.54802464418252
1425481861,1425481853,42.59616061607075
1425481864,1425481861,12.774195962049664
1425481867,10058015628,27.623606265820843
1425481869,1425481864,38.898915442621615
1425481869,5512977115,82.83174407886628
1425544624,3869445928,9.581000846746637
1425544624,6324907017,32.919108945350686
1425545725,1425545745,21.458518744422964
1425545745,1425545768,34.55884158875962
1425545745,1425545701,49.75401081588139
1425545752,4843071529,56.04806987135852
1425545752,1425545725,32.49005417835478
1425545768,1425545775,15.01466488039724
1425545770,1425545752,13.840420572976788
1425545775,4843070116,89.00839705009827
1425545775,12887265509,42.01316534693234
1425545819,12887265509,43.82846281824251
1425545819,4843071522,43.478717378891474
1425545845,1425545870,45.18568221111046
1425545845,4843070104,37.36427788805259
1425545870,4843057135,41.71870525194542
1425545870,1425545884,38.57744534189358
1425545884,1425545887,14.900712025219812
1425545887,4843057126,70.86530491199109
1425545887,1425545898,36.890198924761066
1425545894,1425700219,37.12668754907776
1425545894,3933522956,59.02959696152329
1425545898,1425545894,12.688724611351311
1425545907,1425545898,52.64613848766512
1425545907,3933524558,47.51646098421941
1425700144,4843042405,90.82966641332293
1425700144,10088958232,66.6349308899832
1425700144,1425700186,407.4248878632434
1425700186,1425700243,58.594943403193376
1425700186,1425700196,68.02308251767909
1425700186,1425700144,407.4248878632434
1425700196,1425700186,68.02308251767909
1425700196,1425700172,52.806609810531015
1425700203,1425700205,7.78524121920475
1425700205,1425700196,62.67629938161767
1425700205,1425700172,27.088866986849077
1425700219,4843057134,95.94605907637684
1425700243,1425700288,34.729760439798
1425700243,1425700186,58.594943403193376
1425700243,1425700272,29.48432230499266
1425700243,10088944786,42.03653540773239
1425700268,1425700287,25.137270632216627
1425700268,1425700350,172.25388581198513
1425700268,1425700288,59.22155270404114
1425700272,1425700337,82.34936876015122
1425700272,1425700283,19.269932367857113
1425700272,1425700243,29.48432230499266
1425700283,1425700272,19.269932367857113
1425700287,1425700311,49.930262306602714
1425700287,1425700268,25.137270632216627
1425700287,1425700309,28.097043196253015
1425700288,1425700311,41.63574273255403
1425700288,1425700243,34.729760439798
1425700288,1425700268,59.22155270404114
1425700309,1425700336,51.25040630792343
1425700309,1425700287,28.097043196253015
1425700309,1425700332,35.3283431561384
1425700311,1425700327,7.581511131536501
1425700311,1425700288,41.63574273255403
1425700311,1425700287,49.930262306602714
1425700327,1425700336,18.524985607660437
1425700327,1425700311,7.581511131536501
1425700327,1425700337,27.85444855690134
1425700332,1425700358,49.4193865891131
1425700332,1425700309,35.3283431561384
1425700332,1425700355,32.261897247301626
1425700336,1425700342,11.116561039011703
1425700336,1425700327,18.524985607660437
1425700336,1425700309,51.25040630792343
1425700337,1425700272,82.34936876015122
1425700337,1425700327,27.85444855690134
1425700337,1425700354,32.22147414184716
1425700342,1425700358,26.13736350943422
1425700342,1425700336,11.116561039011703
1425700342,1425700359,35.2837857152658
1425700350,11721800087,79.90301296214913
1425700350,1425700355,14.384606380954741
1425700350,1425700268,172.25388581198513
1425700354,10088944791,9.600398145226286
1425700354,1425700377,30.344941284031513
1425700354,1425700337,32.22147414184716
1425700355,1425700364,13.860371784334601
1425700355,1425700350,14.384606380954741
1425700355,1425700332,32.261897247301626
1425700358,1425700373,21.94364300523141
1425700358,1425700342,26.13736350943422
1425700358,1425700332,49.4193865891131
1425700359,1425700388,46.59950677274259
1425700359,1425700342,35.2837857152658
1425700359,1425700377,26.752284522871694
1425700360,4843042376,81.44115414618126
1425700360,4843042353,76.22121304604012
1425700360,3896082376,396.64320662414775
1425700364,11721800092,77.64247216073142
1425700364,1425700383,34.63919811881148
