node_id,longitude,latitude
1426200741,76.7313886,30.7331278
1426200742,76.7322493,30.7331644
1426200743,76.7341986,30.7332918
1426200746,76.7327071,30.7334288
1426200748,76.7311088,30.7334566
1426200749,76.7319971,30.7334899
1426200751,76.7328648,30.7335414
1426200774,76.7347761,30.7336707
1426200776,76.7317011,30.7338434
1426200778,76.7325962,30.7338415
1426200782,76.7306934,30.7339347
1426200783,76.733607,30.7340166
1426200785,76.7353894,30.7340381
1426200787,76.7322879,30.7342223
1426200799,76.7303802,30.7343355
1426200802,76.7333481,30.7343202
1426200804,76.7313041,30.7343132
1426200811,76.7360311,30.7344461
1426200813,76.7301384,30.7346456
1426200815,76.7371314,30.7346411
1426200816,76.7330348,30.734705
1426200820,76.7309854,30.7346883
1426200836,76.7319162,30.7347087
1426200839,76.7370708,30.7347196
1426200847,76.7299232,30.7348876
1426200850,76.7301376,30.7350205
1426200852,76.7307179,30.7350117
1426200854,76.7336211,30.7350715
1426200869,76.7324445,30.7350426
1426200872,76.7315996,30.7350562
1426200905,76.7359126,30.7352651
1426200914,76.7298695,30.7353443
1426200922,76.7334498,30.7353
1426200929,76.7313196,30.735389
1426200932,76.7342444,30.7354627
1426200937,76.7323378,30.7354996
1426200939,76.7363504,30.7355381
1426200941,76.729583,30.7356838
1426200944,76.7348488,30.7358413
1426200949,76.7350239,30.7356337
1426200953,76.7320721,30.7358263
1426200955,76.7299622,30.7359202
1426200977,76.7318221,30.7360924
1426200980,76.7346216,30.7360983
1426200983,76.7358359,30.7361334
1426200989,76.7303099,30.7361369
1426201010,76.7388371,30.7363469
1426201012,76.7363222,30.7363028
1426201013,76.7306926,30.7363755
1426201015,76.7316019,30.7363536
1426201020,76.7294856,30.736485
1426201022,76.7354424,30.7366133
1426201041,76.7320356,30.7366165
1426201044,76.7298333,30.7367017
1426201051,76.7312836,30.7367462
1426201055,76.7291897,30.7368357
1426201058,76.7384524,30.7368566
1426201069,76.7323812,30.7368233
1426201070,76.7358783,30.7368653
1426201073,76.730216,30.7369403
1426201075,76.7328687,30.7369195
1426201089,76.732755,30.7370541
1426201106,76.731581,30.7371335
1426201107,76.72889,30.7371907
1426201115,76.729922,30.7372887
1426201143,76.7319302,30.7373445
1426201145,76.7379965,30.7374208
1426201148,76.7292718,30.7374288
1426201173,76.7302945,30.7375192
1426201181,76.7407747,30.7376049
1426201188,76.7323276,30.7375772
1426201195,76.7296204,30.7376461
1426201218,76.74104,30.73777
1426201220,76.7424656,30.7377939
1426201245,76.7283833,30.7377683
1426201248,76.7421996,30.7378475
1426201255,76.7300094,30.7378596
1426201257,76.7426882,30.7379135
1426201284,76.7375572,30.7379174
1426201288,76.7420655,30.7380246
1426201295,76.7287692,30.7380064
1426201310,76.731958,30.7380118
1426201312,76.740353,30.7380879
1426201316,76.7303741,30.7380855
1426201320,76.7427417,30.7381688
1426201324,76.7312674,30.7381257
1426201345,76.7421064,30.7382422
1426201348,76.7291218,30.7382305
1426201353,76.7426377,30.7383126
1426201382,76.7346992,30.7384419
1426201386,76.7423196,30.7383792
1426201389,76.7400888,30.7383906
1426201392,76.7301615,30.7383476
1426201394,76.7316613,30.7383588
1426201412,76.7417226,30.738463
1426201420,76.7309833,30.7384624
1426201424,76.729477,30.7384608
1426201428,76.7403648,30.7385692
1426201431,76.7327741,30.7385383
1426201443,76.7399051,30.738601
1426201449,76.7274907,30.7386012
1426201451,76.7351453,30.738678
1426201457,76.7298669,30.7387004
1426201465,76.7343766,30.7387806
1426201467,76.7307702,30.7387314
1426201482,76.733192,30.7387886
1426201483,76.739687,30.7388507
1426201486,76.7272283,30.7388919
1426201487,76.7342888,30.7388909
1426201488,76.7355406,30.7389293
1426201489,76.7348303,30.7390531
1426201491,76.7411201,30.7390578
1426201492,76.7311662,30.7389889
1426201510,76.7281251,30.7390572
1426201513,76.7347315,30.7391682
1426201515,76.7270004,30.7391646
1426201517,76.7382803,30.73919
1426201519,76.7393497,30.7392499
1426201521,76.7328144,30.7392325
1426201523,76.7339753,30.7392774
1426201526,76.7278869,30.739326
1426201528,76.7352002,30.7393224
1426201533,76.7351275,30.7394143
1426201543,76.7296586,30.7394426
1426201545,76.726767,30.7394705
1426201547,76.7407687,30.7395375
1426201555,76.727646,30.7396194
1426201557,76.7324702,30.7396447
1426201560,76.7366774,30.7396521
1426201563,76.7389873,30.7396429
1426201565,76.7378733,30.7396736
1426201570,76.7265269,30.7397655
1426201582,76.7348201,30.7397958
1426201585,76.729397,30.7397754
1426201587,76.7303252,30.7398432
1426201588,76.7274404,30.7398982
1426201591,76.7404355,30.7399923
1426201592,76.7339736,30.7399418
1426201597,76.7376162,30.7399928
1426201622,76.7321649,30.7400475
1426201624,76.7363441,30.7400428
1426201626,76.7263163,30.7400755
1426201633,76.7374808,30.7401628
1426201637,76.7272024,30.7401831
1426201639,76.7344438,30.7402312
1426201649,76.7336474,30.7403367
1426201656,76.7372874,30.7403981
1426201675,76.7260396,30.7404007
1426201689,76.7269604,30.7404751
1426201692,76.7374716,30.7405156
1426201700,76.7359648,30.7404957
1426201730,76.7340698,30.7406677
1426201739,76.725778,30.7407122
1426201780,76.7333046,30.7407628
1426201783,76.7309408,30.7407365
1426201785,76.7270411,30.7405269
1426201787,76.7379413,30.7408153
1426201796,76.7356016,30.7409449
1426201799,76.7324466,30.7410027
1426201831,76.7337595,30.7410483
1426201836,76.7401572,30.7410587
1426201839,76.7254775,30.7410656
1426201843,76.7271155,30.7411555
1426201845,76.7402594,30.7411245
1426201876,76.7376104,30.7412174
1426201879,76.7360607,30.7412296
1426201882,76.7328879,30.7412829
1426201889,76.7352191,30.7413945
1426201891,76.7388188,30.7413751
1426201899,76.73278,30.7414266
1426201906,76.7320096,30.7415134
1426201940,76.7365879,30.7415565
1426201943,76.7372848,30.7416132
1426201945,76.7392691,30.7416601
1426201950,76.7357373,30.7416543
1426201953,76.7331809,30.7416845
1426201960,76.7324677,30.74179
1426201984,76.7384869,30.7417691
1426201990,76.7349136,30.7417725
1426201993,76.7266063,30.741779
1426201997,76.7370779,30.7418604
1426202002,76.725143,30.7419156
1426202004,76.7336133,30.7419332
1426202010,76.7369741,30.7419898
1426202031,76.7263605,30.7420655
1426202033,76.7353976,30.7420763
1426202036,76.738161,30.742156
1426202039,76.7340173,30.742186
1426202042,76.7320926,30.7422301
1426202045,76.7367999,30.7422029
1426202067,76.7367527,30.7422647
1426202070,76.7312893,30.7423585
1426202073,76.7258349,30.7423628
1426202083,76.7260169,30.7424804
1426202085,76.7325111,30.7425126
1426202087,76.7386841,30.74248
1426202090,76.7337338,30.742524
1426202091,76.7378397,30.7425373
1426202093,76.7388667,30.7425931
1426202104,76.7317272,30.7426433
1426202107,76.7347568,30.7426551
1426202112,76.7363864,30.7426968
1426202114,76.7329136,30.7428001
1426202119,76.7376616,30.7427486
1426202123,76.736176,30.7429363
1426202131,76.7385513,30.7429867
1426202146,76.7242463,30.7429947
1426202147,76.7332953,30.7430448
1426202148,76.7345042,30.7429817
1426202158,76.7383665,30.7431942
1426202165,76.7260259,30.7433381
1426202188,76.7239198,30.7433798
1426202192,76.7249573,30.7434367
1426202194,76.7370819,30.7434368
1426202195,76.7329828,30.7434346
1426202199,76.725813,30.7436004
1426202201,76.7331599,30.7435544
1426202203,76.7365624,30.7436259
1426202222,76.7290809,30.7437427
1426202236,76.7363766,30.7438479
1426202239,76.7246374,30.7438256
1426202242,76.7268848,30.743878
1426202243,76.725614,30.7438449
1426202267,76.7332696,30.7440092
1426202277,76.7370884,30.7440764
1426202281,76.7333939,30.7440844
1426202287,76.7266701,30.7441333
1426202291,76.7369739,30.7442129
1426202308,76.7243595,30.7441707
1426202310,76.7252951,30.744235
1426202315,76.7359937,30.7443097
1426202317,76.7331754,30.7443482
1426202323,76.7338693,30.7443724
1426202326,76.7368376,30.7443753
1426202332,76.7264657,30.7443745
1426202547,76.7362522,30.7444706
1426202552,76.7304347,30.7445382
1426202557,76.7329429,30.7446289
1426202560,76.7336436,30.7446434
1426202568,76.7322297,30.7446449
1426202570,76.7365835,30.7446787
1426202588,76.7373531,30.7446863
1426202593,76.7356693,30.744693
1426202598,76.7340192,30.7446781
1426202600,76.7365092,30.7447667
1426202608,76.7261389,30.7447597
1426202613,76.7359373,30.7448607
1426202632,76.7327219,30.7448957
1426202637,76.7334106,30.7449231
1426202640,76.7368489,30.7449672
1426202646,76.7307266,30.7449992
1426202649,76.7337913,30.7449447
1426202652,76.7326171,30.7450222
1426202655,76.7362605,30.7450631
1426202656,76.7370253,30.7450713
1426202676,76.7353544,30.7450763
1426202682,76.7362016,30.7451332
1426202688,76.7331913,30.7451865
1426202691,76.7298508,30.7452257
1426202693,76.7335762,30.7451961
1426202697,76.7355969,30.745219
1426202699,76.7331042,30.745291
1426202726,76.73654,30.7453371
1426202728,76.7304474,30.7453519
1426202734,76.7350923,30.7453826
1426202737,76.7367336,30.7454538
1426202740,76.7324409,30.7454603
1426202743,76.7350247,30.7454632
1426202745,76.7359556,30.7454257
1426202754,76.7299667,30.7455269
1426202765,76.7358703,30.7455281
1426202775,76.7352816,30.745625
1426202778,76.7348778,30.7456315
1426202787,76.729859,30.7456692
1426202795,76.7362988,30.7457893
1426202816,76.7356136,30.745834
1426202820,76.7321067,30.7458585
1426202823,76.7364269,30.7458673
1426202830,76.735557,30.7459015
1426202832,76.7346578,30.7459035
1426202856,76.7359608,30.7461628
1426202862,76.7318227,30.7461969
1426202867,76.7361593,30.7462911
1426202869,76.7352474,30.7462842
1426202872,76.7342949,30.7463494
1426202874,76.7316059,30.746463
1426202877,76.7358532,30.7466656
1426239153,76.7332481,30.7282022
1426239158,76.7351947,30.7286706
1426239162,76.7332812,30.7285985
1426239168,76.7349334,30.7289747
1426239171,76.7342639,30.7290818
1426239173,76.7327477,30.7292549
1426239202,76.7346667,30.7293109
1426239215,76.7393943,30.7295651
1426239228,76.7362679,30.729819
1426239231,76.7391823,30.7298568
1426239257,76.7336502,30.7298414
1426239264,76.7390144,30.7299218
1426239268,76.7393288,30.7299109
1426239272,76.7356138,30.7298885
1426239283,76.739378,30.7299812
1426239297,76.7339716,30.730034
1426239298,76.7389849,30.7300999
1426239323,76.7390302,30.7301608
1426239327,76.7393249,30.7301642
1426239344,76.7391768,30.730215
1426239350,76.7337167,30.7303631
1426239357,76.7345386,30.7304004
1426239392,76.7389363,30.7305229
1426239403,76.7388893,30.7306572
1426239408,76.7335018,30.7306151
1426239410,76.7413416,30.7306884
1426239418,76.7418623,30.7307473
1426239456,76.7417969,30.730827
1426239460,76.7328325,30.7308614
1426239461,76.7353913,30.730912
1426239467,76.7435071,30.7309331
1426239475,76.7402331,30.7309643
1426239497,76.7331361,30.7310558
1426239500,76.7444337,30.7310145
1426239501,76.742174,30.7310646
1426239509,76.7326186,30.7311165
1426239517,76.7333555,30.7311532
1426239535,76.7443028,30.7311892
1426239541,76.7399404,30.7313027
1426239548,76.74082,30.7313277
1426239558,76.7419213,30.7313775
1426239569,76.7323895,30.7313898
1426239601,76.7455933,30.731473
1426239604,76.7322909,30.7315075
1426239609,76.7332605,30.7315287
1426239612,76.7412056,30.7315477
1426239613,76.7440513,30.7315078
1426239615,76.7429767,30.7315705
1426239616,76.7423186,30.7316312
1426239622,76.7405401,30.7316708
1426239641,76.7470629,30.731713
1426239651,76.7468674,30.7317335
1426239662,76.7459878,30.7317322
1426239669,76.7444282,30.7317391
1426239672,76.7415879,30.7317901
1426239692,76.7472856,30.7318325
1426239700,76.7368631,30.7318518
1426239702,76.7331737,30.7318865
1426239703,76.745299,30.7318144
1426239705,76.7427154,30.7318846
1426239708,76.7409155,30.7319014
1426239710,76.7466629,30.7319437
1426239733,76.74365,30.7320001
1426239737,76.7419849,30.7320417
1426239745,76.7371689,30.7320451
1426239748,76.7473391,30.7320879
1426239757,76.7456945,30.7320896
1426239760,76.7441259,30.7321222
1426239764,76.745031,30.732109
1426239780,76.7467038,30.7321613
1426239786,76.7331171,30.7321342
1426239792,76.7471883,30.7322618
1426239794,76.7423949,30.7322696
1426239824,76.7469717,30.7323064
1426239827,76.7433941,30.732318
1426239832,76.7376158,30.7323126
1426239838,76.746662,30.7323827
1426239840,76.7417049,30.7323861
1426239842,76.7461437,30.7323661
1426239846,76.7367911,30.7325002
1426239847,76.7447155,30.7324934
1426239851,76.7437762,30.7325619
1426239866,76.7389311,30.7326127
1426239869,76.7420975,30.7326271
1426239871,76.7430864,30.7327003
1426239872,76.7451463,30.7327646
1426239882,76.7443561,30.7329321
1426239884,76.7385818,30.7328811
1426239891,76.7386258,30.7329087
1426239906,76.7455833,30.7330398
1426239914,76.7448035,30.7332083
1426239921,76.7440538,30.7333029
1426239922,76.7359391,30.7331667
1426239926,76.7354687,30.7332956
1426239945,76.7393501,30.7333631
1426239946,76.7430015,30.7334081
1426239947,76.7452193,30.733465
1426239949,76.7422204,30.7334722
1426239953,76.7444867,30.7335844
1426239959,76.739655,30.7335664
1426239967,76.7366941,30.7336347
1426239984,76.7436481,30.7338007
1426239990,76.7389993,30.7337874
1426239993,76.7378275,30.7337818
1426239997,76.7400075,30.7337755
1426239999,76.7450256,30.7339229
1426240005,76.7364622,30.7339152
1426240007,76.7393159,30.7339827
1426240009,76.7423809,30.7340367
1426240010,76.7403309,30.7339784
1426240011,76.7452234,30.7340471
1426240038,76.744082,30.7340785
1426240039,76.7363413,30.7341483
1426240040,76.7387416,30.7341036
